scopus_id,article_number,title,eid,citedby_count,creator,aggregationType,coverDate,coverDisplayDate,doi,eIssn,issn,issueIdentifier,pageRange,publication,url,volume,subtype,subtype_description
SCOPUS_ID:57249098376,,Upgrading of ion source for NEC compact AMS,2-s2.0-57249098376,0,Ding X.,Journal,2008-09-01,September 2008,,,10006931,SUPPL.,233-237,Yuanzineng Kexue Jishu/Atomic Energy Science and Technology,http://api.elsevier.com/content/abstract/scopus_id/57249098376,42,ar,Article
SCOPUS_ID:38049184614,,New recirculation gas stripper for EN tandem,2-s2.0-38049184614,3,Liu K.,Journal,2007-12-01,December 2007,,,02533219,12,1003-1007,He Jishu/Nuclear Techniques,http://api.elsevier.com/content/abstract/scopus_id/38049184614,30,ar,Article
SCOPUS_ID:85028454207,,"Distinguishing the roles of meteorology, emission control measures, regional transport, and co-benefits of reduced aerosol feedbacks in ¡°APEC Blue¡±",2-s2.0-85028454207,1,Gao M.,Journal,2017-01-01,2017,10.1016/j.atmosenv.2017.08.054,18732844,13522310,,476-486,Atmospheric Environment,http://api.elsevier.com/content/abstract/scopus_id/85028454207,167,ar,Article
SCOPUS_ID:84999028757,,Wildfire influences on the variability and trend of summer surface ozone in the mountainous western United States,2-s2.0-84999028757,4,Lu X.,Journal,2016-11-24,24 November 2016,10.5194/acp-16-14687-2016,16807324,16807316,22,14687-14702,Atmospheric Chemistry and Physics,http://api.elsevier.com/content/abstract/scopus_id/84999028757,16,ar,Article
SCOPUS_ID:84982279674,,Sources and Processes Affecting Fine Particulate Matter Pollution over North China: An Adjoint Analysis of the Beijing APEC Period,2-s2.0-84982279674,5,Zhang L.,Journal,2016-08-16,16 August 2016,10.1021/acs.est.6b03010,15205851,0013936X,16,8731-8740,Environmental Science and Technology,http://api.elsevier.com/content/abstract/scopus_id/84982279674,50,ar,Article
SCOPUS_ID:79959626241,,An efficient reconfigurable VLSI architecture for H.264 High Profile inverse transform,2-s2.0-79959626241,0,Lu X.,Journal,2011-05-01,May 2011,,,03722112,5,1072-1076,Tien Tzu Hsueh Pao/Acta Electronica Sinica,http://api.elsevier.com/content/abstract/scopus_id/79959626241,39,ar,Article
SCOPUS_ID:77958045363,5485634,Implementation strategies for CABAC decoder of H.264 for HD resolution video,2-s2.0-77958045363,1,Xia W.,Conference Proceeding,2010-10-25,2010,10.1109/ICCET.2010.5485634,,,,,"ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings",http://api.elsevier.com/content/abstract/scopus_id/77958045363,2,cp,Conference Paper
SCOPUS_ID:77958053900,5485615,A high-throughput low-power hardware architecture for H.264 deblocking filter,2-s2.0-77958053900,4,Chen X.,Conference Proceeding,2010-10-25,2010,10.1109/ICCET.2010.5485615,,,,,"ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings",http://api.elsevier.com/content/abstract/scopus_id/77958053900,2,cp,Conference Paper
SCOPUS_ID:85003894387,,Detection of entity mixture in knowledge bases using hierarchical clustering,2-s2.0-85003894387,0,Xie H.,Book Series,2016-12-01,1 December 2016,10.1007/978-3-319-50496-4_24,16113349,03029743,,288-299,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/85003894387,10102,ch,Chapter
SCOPUS_ID:84904785780,,A robust circle detection algorithm based on top-down least-square fitting analysis,2-s2.0-84904785780,7,Liu D.,Journal,2014-05-01,May 2014,10.1016/j.compeleceng.2014.03.011,,00457906,4,1415-1428,Computers and Electrical Engineering,http://api.elsevier.com/content/abstract/scopus_id/84904785780,40,ar,Article
SCOPUS_ID:84871211389,6338632,Real-time robust vehicle flow statistics based on adjacent frames clustering,2-s2.0-84871211389,0,Liu Y.,Conference Proceeding,2012-12-21,2012,10.1109/ITSC.2012.6338632,,,,48-53,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",http://api.elsevier.com/content/abstract/scopus_id/84871211389,,cp,Conference Paper
SCOPUS_ID:77949402910,,Effects of intermittent hypoxic exposure on the parameter of erythrocyte and serum hypoxia inducible factor-1 alpha and erythropoietin levels,2-s2.0-77949402910,2,Zhang C.,Journal,2009-10-01,October 2009,,,10078738,10,932-934,Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology,http://api.elsevier.com/content/abstract/scopus_id/77949402910,25,ar,Article
SCOPUS_ID:80053400115,,[Expression of tissue inhibitor of metalloproteinase-2 in nasopharyngeal carcinoma].,2-s2.0-80053400115,1,Yao L.,Journal,2010-09-01,September 2010,,,10011781,18,831-833,"Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery",http://api.elsevier.com/content/abstract/scopus_id/80053400115,24,ar,Article
SCOPUS_ID:79953324413,,[The significance of microvessel density and CD34 expression in nasal polyps].,2-s2.0-79953324413,0,Yao L.,Journal,2005-10-01,October 2005,,,10011781,20,913-915,Lin chuang er bi yan hou ke za zhi = Journal of clinical otorhinolaryngology,http://api.elsevier.com/content/abstract/scopus_id/79953324413,19,ar,Article
SCOPUS_ID:28744442476,,Maxillary sinus polyp and cyst excised by endoscopes surgery in chronic sinusitis and significance,2-s2.0-28744442476,0,Lu X.,Journal,2004-01-01,Aug 2004,,,10011781,8,466-467,Lin chuang er bi yan hou ke za zhi = Journal of clinical otorhinolaryngology,http://api.elsevier.com/content/abstract/scopus_id/28744442476,18,ar,Article
SCOPUS_ID:84875287830,,Structural parameters design optimization of the geared reluctance motor,2-s2.0-84875287830,0,L¨¹ X.,Journal,2013-02-20,20 February 2013,10.3901/JME.2013.04.184,,05776686,4,184-192,Jixie Gongcheng Xuebao/Journal of Mechanical Engineering,http://api.elsevier.com/content/abstract/scopus_id/84875287830,49,ar,Article
SCOPUS_ID:84859635620,,Establishment of a parameterized nonlinear model for a geared reluctance motor,2-s2.0-84859635620,2,L¨¹ X.,Journal,2012-03-25,25 March 2012,,,02588013,9,149-155,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,http://api.elsevier.com/content/abstract/scopus_id/84859635620,32,ar,Article
SCOPUS_ID:85028459200,,Learning to infer API mappings from API documents,2-s2.0-85028459200,0,Lu Y.,Book Series,2017-01-01,2017,10.1007/978-3-319-63558-3_20,16113349,03029743,,237-248,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/85028459200,10412 LNAI,cp,Conference Paper
SCOPUS_ID:84963839166,7371990,Learning to rank for question-oriented software text retrieval,2-s2.0-84963839166,6,Zou Y.,Conference Proceeding,2016-01-04,4 January 2016,10.1109/ASE.2015.24,,,,1-11,"Proceedings - 2015 30th IEEE/ACM International Conference on Automated Software Engineering, ASE 2015",http://api.elsevier.com/content/abstract/scopus_id/84963839166,,cp,Conference Paper
SCOPUS_ID:84992640354,,Learning embeddings of API tokens to facilitate deep learning based program processing,2-s2.0-84992640354,0,Lu Y.,Book Series,2016-01-01,2016,10.1007/978-3-319-47650-6_42,16113349,03029743,,527-539,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/84992640354,9983 LNAI,cp,Conference Paper
SCOPUS_ID:79955528148,,Antenna-mediated coupling of light into Ag nanowire,2-s2.0-79955528148,0,Fang Z.,Journal,2010-11-01,November 2010,10.1166/jnn.2010.2901,,15334880,11,7171-7174,Journal of Nanoscience and Nanotechnology,http://api.elsevier.com/content/abstract/scopus_id/79955528148,10,cp,Conference Paper
SCOPUS_ID:77957577026,085403,Color-changeable properties of plasmonic waveguides based on Se-doped CdS nanoribbons,2-s2.0-77957577026,13,Fang Z.,Journal,2010-08-03,3 August 2010,10.1103/PhysRevB.82.085403,1550235X,10980121,8,,Physical Review B - Condensed Matter and Materials Physics,http://api.elsevier.com/content/abstract/scopus_id/77957577026,82,ar,Article
SCOPUS_ID:77949541027,,Surface plasmon polariton enhancement in silver nanowire-nanoantenna structure,2-s2.0-77949541027,26,Fang Z.,Journal,2010-03-01,March 2010,10.1007/s11468-009-9115-1,15571963,15571955,1,57-62,Plasmonics,http://api.elsevier.com/content/abstract/scopus_id/77949541027,5,ar,Article
SCOPUS_ID:84938501821,,A randomized controlled trial on the efficacy and safety of a new crosslinked hyaluronan gel in reducing adhesions after gynecologic laparoscopic surgeries,2-s2.0-84938501821,3,Liu C.,Journal,2015-01-01,2015,10.1016/j.jmig.2015.04.011,15534669,15534650,5,853-863,Journal of Minimally Invasive Gynecology,http://api.elsevier.com/content/abstract/scopus_id/84938501821,22,ar,Article
SCOPUS_ID:84925285445,,Analysis of the complications of gynecological laparoscopic operation within 10 years,2-s2.0-84925285445,0,Peng C.,Journal,2014-03-01,1 March 2014,,,0529567X,3,179-182,Zhonghua fu chan ke za zhi,http://api.elsevier.com/content/abstract/scopus_id/84925285445,49,ar,Article
SCOPUS_ID:84894239662,,Relationship between the expressions of mitofusin-2 and procollagen in uterosacral ligament fibroblasts of postmenopausal patients with pelvic organ prolapse,2-s2.0-84894239662,4,Chen H.,Journal,2014-01-01,2014,10.1016/j.ejogrb.2013.11.024,18727654,03012115,1,141-145,European Journal of Obstetrics Gynecology and Reproductive Biology,http://api.elsevier.com/content/abstract/scopus_id/84894239662,174,ar,Article
SCOPUS_ID:85032175305,13911,Passive and Active Triaxial Wall Mechanics in a Two-Layer Model of Porcine Coronary Artery,2-s2.0-85032175305,0,Lu Y.,Journal,2017-12-01,1 December 2017,10.1038/s41598-017-14276-1,20452322,,1,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/85032175305,7,ar,Article
SCOPUS_ID:85033710673,e13487,A comparison of postoperative morphometric and hemodynamic changes between saphenous vein and left internal mammary artery grafts,2-s2.0-85033710673,0,Fan T.,Journal,2017-11-01,November 2017,10.14814/phy2.13487,2051817X,,21,,Physiological Reports,http://api.elsevier.com/content/abstract/scopus_id/85033710673,5,ar,Article
SCOPUS_ID:84969351902,,"Hemodynamics of left internal mammary artery bypass graft: Effect of anastomotic geometry, coronary artery stenosis, and postoperative time",2-s2.0-84969351902,3,Fan T.,Journal,2016-03-21,21 March 2016,10.1016/j.jbiomech.2016.01.031,18732380,00219290,5,645-652,Journal of Biomechanics,http://api.elsevier.com/content/abstract/scopus_id/84969351902,49,ar,Article
SCOPUS_ID:84930681266,,Morphology control of the perovskite films for efficient solar cells,2-s2.0-84930681266,44,Zheng L.,Journal,2015-06-21,21 June 2015,10.1039/c4dt03869j,14779234,14779226,23,10582-10593,Dalton Transactions,http://api.elsevier.com/content/abstract/scopus_id/84930681266,44,re,Review
SCOPUS_ID:84921931722,,Plasmonic-enhanced perovskite solar cells using alloy popcorn nanoparticles,2-s2.0-84921931722,39,Lu Z.,Journal,2015-01-01,2015,10.1039/c4ra16385k,20462069,,15,11175-11179,RSC Advances,http://api.elsevier.com/content/abstract/scopus_id/84921931722,5,ar,Article
SCOPUS_ID:84941126362,,Recent Research Developments of Perovskite Solar Cells,2-s2.0-84941126362,9,Ma Y.,Journal,2014-10-01,1 October 2014,10.1002/cjoc.201400435,16147065,1001604X,10,957-963,Chinese Journal of Chemistry,http://api.elsevier.com/content/abstract/scopus_id/84941126362,32,ar,Article
SCOPUS_ID:85022222148,16020,Greening of the Sahara suppressed ENSO activity during the mid-Holocene,2-s2.0-85022222148,1,Pausata F.,Journal,2017-07-07,7 July 2017,10.1038/ncomms16020,20411723,,,,Nature Communications,http://api.elsevier.com/content/abstract/scopus_id/85022222148,8,ar,Article
SCOPUS_ID:84918518850,,Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation,2-s2.0-84918518850,38,Otto-Bliesner B.,Journal,2014-12-05,5 December 2014,10.1126/science.1259531,10959203,00368075,6214,1223-1227,Science,http://api.elsevier.com/content/abstract/scopus_id/84918518850,346,ar,Article
SCOPUS_ID:84923114401,,"Evolution and forcing mechanisms of El Ni?o over the past 21,000 years",2-s2.0-84923114401,38,Liu Z.,Journal,2014-11-27,27 November 2014,10.1038/nature13963,14764687,00280836,7528,550-553,Nature,http://api.elsevier.com/content/abstract/scopus_id/84923114401,515,ar,Article
SCOPUS_ID:7244248770,,Folding and interpolating A/D converter with master-slave T/H circuit,2-s2.0-7244248770,1,Liu F.,Journal,2004-04-01,April 2004,,,02534177,4,462-467,Pan Tao Ti Hsueh Pao/Chinese Journal of Semiconductors,http://api.elsevier.com/content/abstract/scopus_id/7244248770,25,ar,Article
SCOPUS_ID:77953228992,1283571,CMOS folding and interpolating A/D converter with differential compensative T/H circuit,2-s2.0-77953228992,4,Liu F.,Conference Proceeding,2003-01-01,2003,10.1109/EDSSC.2003.1283571,,,,453-456,"2003 IEEE Conference on Electron Devices and Solid-State Circuits, EDSSC 2003",http://api.elsevier.com/content/abstract/scopus_id/77953228992,,cp,Conference Paper
SCOPUS_ID:0035494825,,Sensitivity analysis of the back interface trap-induced R-G current obtained by a lateral SOI forward gated-diode,2-s2.0-0035494825,0,He J.,Journal,2001-10-01,October 2001,,,02534177,10,1292-1297,Pan Tao Ti Hsueh Pao/Chinese Journal of Semiconductors,http://api.elsevier.com/content/abstract/scopus_id/0035494825,22,ar,Article
SCOPUS_ID:84942980823,,A bibliometric analysis of research papers related to the Mekong River,2-s2.0-84942980823,0,Sui X.,Journal,2015-10-01,1 October 2015,10.1007/s11192-015-1683-6,15882861,01389130,1,419-434,Scientometrics,http://api.elsevier.com/content/abstract/scopus_id/84942980823,105,ar,Article
SCOPUS_ID:84925285557,,Influence of a large dam on the longitudinal patterns of fish assemblages in Qingyi Stream,2-s2.0-84925285557,2,Sui X.,Journal,2014-09-01,1 September 2014,10.13918/j.issn.2095-8137.2014.5.362,,02545853,5,362-372,"Dong wu xue yan jiu = Zoological research / ""Dong wu xue yan jiu"" bian ji wei yuan hui bian ji",http://api.elsevier.com/content/abstract/scopus_id/84925285557,35,ar,Article
SCOPUS_ID:84927771132,e105086,Evaluating landscape options for corridor restoration between giant panda reserves,2-s2.0-84927771132,10,Wang F.,Journal,2014-08-18,18 August 2014,10.1371/journal.pone.0105086,19326203,,8,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/84927771132,9,ar,Article
SCOPUS_ID:84961712313,7335481,Continuous Symmetric Stereo with Adaptive Outlier Handling,2-s2.0-84961712313,0,Li C.,Conference Proceeding,2015-11-20,20 November 2015,10.1109/3DV.2015.26,,,,162-170,"Proceedings - 2015 International Conference on 3D Vision, 3DV 2015",http://api.elsevier.com/content/abstract/scopus_id/84961712313,,cp,Conference Paper
SCOPUS_ID:84911411666,6909827,Similarity-aware patchwork assembly for depth image super-resolution,2-s2.0-84911411666,15,Li J.,Conference Proceeding,2014-01-01,24 September 2014,10.1109/CVPR.2014.431,,10636919,,3374-3381,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,http://api.elsevier.com/content/abstract/scopus_id/84911411666,,cp,Conference Paper
SCOPUS_ID:84899078425,6778360,A joint learning-based method for multi-view depth map super resolution,2-s2.0-84899078425,1,Li J.,Conference Proceeding,2013-01-01,2013,10.1109/ACPR.2013.89,,,,456-460,"Proceedings - 2nd IAPR Asian Conference on Pattern Recognition, ACPR 2013",http://api.elsevier.com/content/abstract/scopus_id/84899078425,,cp,Conference Paper
SCOPUS_ID:84897745306,e89394,Comparative study of sex differences in distal femur morphology in osteoarthritic knees in a Chinese population,2-s2.0-84897745306,17,Yang B.,Journal,2014-02-19,19 February 2014,10.1371/journal.pone.0089394,19326203,,2,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/84897745306,9,ar,Article
SCOPUS_ID:84880700300,,Computed tomography morphometric study of gender differences in osteoarthritis proximal tibias,2-s2.0-84880700300,7,Yang B.,Journal,2013-08-01,August 2013,10.1016/j.arth.2012.07.036,15328406,08835403,7,1117-1120,Journal of Arthroplasty,http://api.elsevier.com/content/abstract/scopus_id/84880700300,28,ar,Article
SCOPUS_ID:84862802462,,Computed Tomographic Measurement of Gender Differences in Bowing of the Sagittal Femoral Shaft in Persons Older Than 50 Years,2-s2.0-84862802462,6,Lu Z.,Journal,2012-06-01,June 2012,10.1016/j.arth.2011.12.024,15328406,08835403,6,1216-1220,Journal of Arthroplasty,http://api.elsevier.com/content/abstract/scopus_id/84862802462,27,ar,Article
SCOPUS_ID:85016426839,,Metformin attenuates angiotensin II-induced TGF¦Â1 expression by targeting hepatocyte nuclear factor-4-¦Á,2-s2.0-85016426839,0,Chen R.,Journal,2017-01-01,2017,10.1111/bph.13753,14765381,00071188,,,British Journal of Pharmacology,http://api.elsevier.com/content/abstract/scopus_id/85016426839,,ip,Article in Press
SCOPUS_ID:84976592626,28597,Metformin is a novel suppressor for transforming growth factor (TGF)-¦Â1,2-s2.0-84976592626,7,Xiao H.,Journal,2016-06-28,28 June 2016,10.1038/srep28597,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84976592626,6,ar,Article
SCOPUS_ID:84960539275,e0149155,Speckle tracking based strain analysis is sensitive for early detection of pathological cardiac hypertrophy,2-s2.0-84960539275,0,An X.,Journal,2016-02-01,February 2016,10.1371/journal.pone.0149155,19326203,,2,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/84960539275,11,ar,Article
